MicrobeID	Catalase	Nitrate reductase	Cytochrome c oxidase	gamma-glutamyltransferase	Alkaline phosphatase	Acid phosphatase	Sialidase	Alpha-glucosidase	Beta-glucosidase	Alpha-galactosidase	Beta-galactosidase	Beta-mannosidase	Beta-glucuronidase	Alpha-fucosidase	N-acetyl-beta-glucosaminidase	Alpha-arabinosidase	6-phospho-beta-galactosidase	Leucine arylamidase	Leucyl glycine arylamidase	Alanine arylamidase	Tripeptide aminopeptidase	Urease	Pyrazinamidase	Beta-lactamase	Arginine dihydrolase	Glutamate decarboxylase	Ornithine decarboxylase	Lysine decarboxylase	Tryptophanase	Phenylalanine ammonia-lyase	6-phospho-beta-galactosidase
Bacteroides_uniformis_ATCC_8492	-1	0	0	0	1	0	0	1	1	1	1	0	-1	0	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Bacteroides_xylanisolvens_XB1A	-1	0	-1	0	1	0	0	1	1	1	1	-1	-1	1	1	1	0	-1	1	1	0	-1	0	0	-1	1	0	0	-1	0	0
Barnesiella_intestinihominis_YIT_11860	0	0	0	0	1	1	0	1	0	1	1	0	-1	0	1	-1	0	-1	1	1	0	-1	0	0	-1	1	0	0	-1	0	-1
Barnesiella_viscericola_DSM_18177	0	0	0	0	1	0	0	1	0	1	1	0	-1	1	1	-1	0	-1	1	1	0	-1	0	0	0	1	0	0	-1	0	-1
Bifidobacterium_adolescentis_ATCC_15703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_adolescentis_DSM_20087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_angulatum_DSM_20098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_animalis_lactis_DSM_10140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_animalis_subsp_animalis_ATCC_25527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_animalis_subsp_animalis_YL2	0	0	0	0	-1	0	0	0	0	1	1	0	0	-1	-1	0	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bifidobacterium_animalis_subsp_lactis_BS_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_asteroides_DSM_20089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_bifidum_ATCC_29521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_boum_DSM_20432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_breve_DSM_20213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_catenulatum_DSM_16992	0	0	0	0	-1	0	0	1	1	1	1	0	-1	1	-1	1	0	1	1	1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bifidobacterium_choerinum_DSM_20434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_dentium_JCM_1195_DSM_20436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_gallicum_DSM_20093	0	0	0	0	-1	0	0	1	1	-1	1	0	-1	-1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bifidobacterium_indicum_LMG_11587_DSM_20214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum_infantis_ATCC_15697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum_longum_CCUG_52486	0	0	0	0	-1	0	0	1	1	1	1	-1	-1	-1	-1	1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Bifidobacterium_longum_longum_JCM_1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_mongoliense_DSM_21395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pseudocatenulatum_DSM_20438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pullorum_DSM_20433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_ruminantium_DSM_6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_scardovii_JCM_12489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bilophila_wadsworthia_ATCC_49260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_coccoides_YL58	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	0	0	-1
Blautia_hansenii_VPI_C7_24_DSM_20583	0	0	0	0	-1	0	0	1	-1	1	1	0	-1	-1	1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Blautia_hydrogenotrophica_DSM_10507	0	0	0	0	-1	0	0	1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Blautia_luti_DSM_14534	0	0	0	0	-1	0	0	1	1	1	1	0	-1	1	-1	1	0	-1	-1	-1	0	1	0	0	0	-1	0	0	-1	0	-1
Blautia_massiliensis_GD9	0	0	0	0	-1	0	0	1	1	1	1	0	-1	1	-1	1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Blautia_obeum_ATCC_29174	0	0	0	0	0	0	0	0	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Blautia_producta_DSM_2950	0	0	0	0	-1	0	0	0	1	1	1	0	-1	-1	-1	1	0	-1	-1	-1	0	-1	0	0	-1	-1	1	0	-1	0	-1
Blautia_wexlerae_DSM_19850	0	0	0	0	-1	0	0	1	1	1	1	0	-1	1	-1	1	0	-1	-1	-1	0	1	0	0	-1	-1	0	0	-1	0	-1
Bosea_thiooxidans_DSM_9653	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium_elkanii_USDA_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium_japonicum_USDA_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium_senegalense_JC43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas_bacteroides_DSM_4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas_subvibrioides_ATCC_15264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bulleidia_extructa_W1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyricimonas_synergistica_DSM_23225	-1	0	-1	0	1	0	0	-1	1	1	-1	0	-1	-1	1	-1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Butyricimonas_virosa_DSM_23226	1	0	0	0	1	0	0	-1	1	-1	1	0	-1	0	1	-1	0	-1	1	1	0	-1	0	0	-1	1	0	0	1	0	-1
Butyrivibrio_crossotus_DSM_2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyrivibrio_proteoclasticus_B316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_BFR_CA_9557	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_9853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_LMG_9854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_curvus_DSM_6644	-1	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp_venerealis_NCTC_10354	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_jejuni_NCTC_11168	1	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_1997_1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_414	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_81116	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_PT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_S3	1	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_sp_10_1_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_sputorum_bv_faecalis_CCUG_20703	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Campylobacter_subantarcticus_LMG_24377	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_granulosa_ATCC_51502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_ochracea_DSM_7271	0	0	0	-1	1	1	0	1	1	-1	1	-1	-1	-1	1	-1	0	1	1	1	0	-1	0	-1	-1	-1	-1	0	-1	0	1
Capnocytophaga_ochracea_str_Holt_25	0	0	0	-1	1	0	0	1	-1	-1	1	0	-1	-1	0	0	0	1	0	0	0	-1	0	-1	0	0	-1	0	-1	0	0
Capnocytophaga_sputigena_ATCC_33612	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0
Carnobacterium_maltaromaticum_ATCC_35586	1	0	0	0	-1	1	0	1	1	1	1	1	-1	-1	1	0	0	-1	0	0	0	-1	1	0	1	0	0	0	0	0	0
Carnobacterium_maltaromaticum_DSM_20342	1	0	0	0	1	1	0	1	1	-1	1	1	-1	-1	1	0	0	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0
Carnobacterium_maltaromaticum_DSM_20722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catabacter_hongkongensis_HKU16	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	1	0	0	-1	0	-1
Catenibacterium_mitsuokai_DSM_15897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella_morbi_ATCC_51271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cedecea_davisae_DSM_4568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas_massiliensis_JC225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum_lentocellum_DSM_5427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda_periodontii_DSM_2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella_massiliensis_Marseille_P2438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Christensenella_minuta_DSM_22607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter_freundii_UCI_31	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0
Cloacibacillus_evryensis_DSM_19522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium_normanense_DSM_15886	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridioides_difficile_630	1	0	-1	0	-1	0	0	-1	1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	-1
Clostridioides_difficile_ATCC_43255	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Clostridioides_difficile_ATCC_9689	1	0	-1	0	-1	0	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	-1
Clostridioides_difficile_CIP_107932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_acetobutylicum_ATCC_824	0	0	0	0	-1	1	0	1	1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	1
Clostridium_acetobutylicum_DSM_1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bifermentans_ATCC_19299	0	0	0	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	1	0	-1
Clostridium_botulinum_A_str_ATCC_19397	0	0	0	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Clostridium_butyricum_DSM_10702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_celatum_DSM_1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_colicanis_DSM_13634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_difficile_R20291	1	0	-1	0	-1	0	0	-1	1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	-1
Clostridium_hylemonae_DSM_15053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_ihumii_AP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_isatidis_DSM_15098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_jeddahense_JCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_leptum_DSM_753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_methylpentosum_R2_DSM_5476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_nexile_DSM_1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_pasteurianum_DSM_525_ATCC_6013	0	0	0	0	-1	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens_ATCC_13124	0	0	0	0	1	0	0	1	1	1	1	0	-1	1	1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	0
Clostridium_perfringens_NCTC_8239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_polynesiense_MS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_ramosum_VPI_0427_DSM_1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharogumia_DSM_17460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharoperbutylacetonicum_N1_4_HMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saudiense_JCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_scindens_ATCC_35704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sordellii_ATCC_9714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sporogenes_PA_3679	0	0	0	0	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Clostridium_sporosphaeroides_DSM_1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_tyrobutyricum_DSM_2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_viride_DSM_6836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cohnella_laeviribosi_DSM_21336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_aerofaciens_ATCC_25986	0	0	0	0	-1	0	0	0	-1	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Collinsella_intestinalis_DSM_13280	0	0	0	0	1	0	0	-1	-1	-1	-1	0	-1	-1	1	-1	0	1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Collinsella_stercoris_DSM_13279	0	0	0	0	0	0	0	-1	-1	-1	1	0	-1	-1	1	-1	0	0	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Collinsella_tanakaei_YIT_12063	0	0	0	0	1	0	0	1	1	-1	-1	0	-1	-1	-1	-1	0	1	-1	-1	0	-1	0	0	1	-1	0	0	-1	0	-1
Comamonas_testosteroni_ATCC_11996	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0
Comamonas_testosteroni_KF_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprobacter_fastidiosus_NSB1	1	0	0	0	1	0	0	1	-1	1	1	0	0	-1	1	-1	0	-1	1	1	0	-1	0	0	0	-1	0	0	-1	0	-1
Corynebacterium_accolens_ATCC_49725	1	0	0	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes_DSM_20306	0	0	0	0	1	1	0	1	-1	-1	1	0	1	-1	0	0	0	1	0	0	0	1	-1	0	-1	0	-1	-1	-1	0	0
Corynebacterium_argentoratense_DSM_44202	1	0	-1	0	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	-1	1	0	0	0	-1	1	0	0	0	0	0	0	0	0
Corynebacterium_aurimucosum_ATCC_700975	1	0	0	0	-1	0	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0
Corynebacterium_casei_LMG_S_19264	1	0	-1	0	1	1	0	-1	-1	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Corynebacterium_efficiens_YS_314	1	0	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0
Corynebacterium_ihumii_GD7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_jeddahense_JCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii_DSM_44385	1	0	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	-1	1	0	-1	0	0	0	0	0	0
Corynebacterium_mastitidis_DSM_44356	1	0	-1	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Corynebacterium_matruchotii_ATCC_14266	0	0	0	0	-1	1	0	1	1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0
Corynebacterium_matruchotii_ATCC_33806	1	0	0	0	-1	-1	0	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	1	1	0	-1	1	0	-1	-1	0	0	-1	0	-1
Corynebacterium_propinquum_DSM_44285	1	0	-1	0	-1	1	0	-1	-1	-1	-1	0	-1	-1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Corynebacterium_pseudodiphtheriticum_DSM_44287	1	0	0	0	-1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Corynebacterium_striatum_ATCC_6940	1	0	0	-1	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	-1	-1	-1	0	-1	-1	-1	0	0
Corynebacterium_ureicelerivorans_DSM_45051	1	0	-1	0	1	1	0	-1	-1	-1	-1	0	-1	-1	-1	0	0	1	0	0	0	-1	1	0	-1	0	0	0	0	0	0
Corynebacterium_variabile_DSM_44702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptobacterium_curtum_DSM_15641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
Cuneatibacter_caecimuris_DSM_29486	0	0	0	0	-1	0	0	1	1	1	1	0	1	0	-1	1	0	-1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	0	-1
Cupriavidus_metallidurans_CH34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium_flaccumfaciens_UCD_AKU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium_acnes_6609	0	0	0	0	-1	0	0	1	-1	-1	1	-1	-1	-1	1	-1	0	-1	-1	1	0	-1	0	0	1	-1	0	0	1	0	-1
Cutibacterium_acnes_ATCC_11828	1	0	0	0	1	0	-1	1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0
Delftia_acidovorans_SPH_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus_nishinomiyaensis_DSM_20448	0	0	0	0	-1	1	0	1	-1	-1	1	0	-1	-1	0	0	0	1	0	0	0	1	-1	0	1	0	-1	1	-1	0	0
Desulfitobacterium_hafniense_DCB_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium_hafniense_DP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium_orale_DSM_12838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_desulfuricans_subsp_desulfuricans_str_ATCC_27774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_piger_ATCC_29098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
